회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,기타정보
한진 회원권 거래소,한진회원권거래소 영업직-딜러 직원 채용 모집(정직원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49460842&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 금천구,경력무관,고졸↑,정규직·프리랜서,상시채용,"영업, 영업관리, 영업직, 영업지원, 영업MD 외                    등록일 24/11/25",워라밸
(주)발랑,화장품 스킨케어 브랜드 온라인 사업부 MD/웹디자이너 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49166100&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 김포시,경력무관,학력무관,정규직,~ 12/09(월),"기획MD, 온라인MD, 소셜커머스, 쇼핑몰, 오픈마켓 외                    수정일 24/11/25",
(주)툴홀릭,(주)툴홀릭 정직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49388226&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 성남시 중원구,경력무관,학력무관,정규직,~ 12/12(목),"A/S기사, 고객응대, 기계수리, 기계 등록일 24/11/12",평균연봉 상위 10%
(주)범아렌트카,(주)범아렌트카 영업사원 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49443955&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 마포구,경력무관,고졸↑,정규직,~ 12/21(토),"물류기사, 렌터카 수정일 24/11/21",
일우피팅,"납품, 재고관리 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49190570&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,부산 영도구,경력무관,고졸↑,정규직,채용시,"거래처납품, 유통업 등록일 24/10/14",점심지원
(주)성원아이북랜드,[제주] 영업본부장(팀장/지점장급) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49478343&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,제주 제주시,경력,학력무관,무기계약직·계약직,~ 12/27(금),"영업, 영업관리, 학원영업, 학습지 수정일 24/11/27",오늘 뜬
(주)로보에테크놀로지,재무/기획팀 경력직 인력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49332165&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 강남구,경력3년↑,대졸↑,정규직,~ 01/03(금),"관리회계, 세무회계, 재무기획, 재무회계, 회계결산 외                    수정일 24/11/04",
지엘클럽칠십이,마케팅 담당자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49395156&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,인천 중구,경력무관,초대졸↑,정규직,~ 12/13(금),"마케팅기획, SNS마케팅, 마케팅, 골프장CC 등록일 24/11/13",
주식회사 로즈마리에프앤비,라마다용인호텔 레스토랑 식음팀 팀원 수시 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49281162&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 용인시 처인구,경력무관,고졸↑,정규직·계약직,오늘마감,"홀매니저, 홀서빙, 고객응대, 식당, 호텔 외                    등록일 24/10/28",성과급/상여금
(주)에버로얄용인호텔,[라마다용인호텔] 예약실 팀원 수시채용 모집(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49320763&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 용인시 처인구,경력무관,학력무관,정규직·계약직,~ 12/01(일),"GRO(컨시어지), 고객안내, 고객응대, 요금정산, 접수/예약 외                    수정일 24/11/11",성과급/상여금
(주)휴먼텍,[생산] 생산직 사원 채용 모집-충북 음성군,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49360959&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,충북 음성군,경력무관,고졸↑,정규직,~ 01/07(화),"검품/검수, 품질관리, 화학, 화공 등록일 24/11/08",연봉상승률 15% 이상
호산노인건강센터,(경력무관) 호산노인건강센터 요양보호사 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49419360&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경력무관,학력무관,정규직,249 만원,~ 12/02(월),"요양보호사, 복지시설, 노인복지, 요양보호 등록일 24/11/18",
(사) 한국지체장애인협회충남협회홍성군지회,(긴급)홍성군지체장애인협회 근로지원 사무원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49411248&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,충남 홍성군,경력무관,학력무관,무기계약직·계약직,~ 12/15(일),"사회복지사, 사단법인 등록일 24/11/15",공공·복지 지원 TOP100
(주)필립,인테리어/주방가구 생산 관리 가구 공장장급 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49440070&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,부산 강서구,경력,학력무관,정규직,~ 12/20(금),"단순생산직, 생산관리, 생산설계, 제조가공, 배합 외                    등록일 24/11/20",성과급/상여금
교연학원,(중등부) 국어. 과학 파트강사 채용모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49171683&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,대구 서구,경력1년↑,대졸↑,계약직,~ 12/09(월),"학원강사, 보습학원, 입시학원, 과학, 논술/글쓰기 외                    수정일 24/11/07",
더원서울안과의원,수술실 직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49192193&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 강남구,경력무관,초대졸↑,정규직,~ 12/13(금),"간호사, 간호조무사, 수술보조, 안과, D-Keep 외                    수정일 24/11/14",성과급/상여금
생기가득한방병원,생기가득한방병원 원무 부서장 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49196359&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 안양시 동안구,경력5년↑,초대졸↑,계약직,~ 12/14(토),"원무, 입원관리, 접수/예약, 한방병원, 한방병원 수정일 24/10/15",
예온치과의원,인천 구월동 예온치과 진료실 채용모집(치위생사/치과조무사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49256652&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,인천 남동구,경력무관,학력무관,정규직·아르바이트,~ 12/22(일),"치과위생사, 간호조무사, 치과, 치과 수정일 24/10/29",
이음아동발달센터,울산 언어재활사 채용 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49264421&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,울산 중구,경력1년↑,초대졸↑,파트,채용시,"언어치료사, 교육기관 수정일 24/11/12",
밝은눈안과병원,밝은눈안과 해외마케팅 부서  정규직채용 모집 합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49292204&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,부산 부산진구,경력1년↑,학력무관,정규직,내일마감,"글로벌마케팅, 마케팅, 안과 수정일 24/10/29",마케팅·홍보·조사 조회 급상승
그린컴퓨터아트학원,[그린컴퓨터아트학원 안양] 교육상담 행정지원 경력직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49308461&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 안양시 만안구,경력,학력무관,정규직,~ 11/30(토),"영업관리, 고객관리, 사무직, 문서작성, 사무보조 외                    수정일 24/10/31",성과급/상여금
모찌의원(MOCCI Clinic),"강남 피부과 일본권 마케터 채용 모집, 업계최고 연봉",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49304417&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 강남구,경력무관,학력무관,계약직,~ 11/30(토),"병원마케팅, 마케팅기획, 글로벌마케팅, 검색광고, 시장조사 외                    수정일 24/10/31",
아이엠에스원주식회사 일산지점,렌트업무(차량 대여 및  배반차 업무 ) 직원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49327660&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 고양시 일산동구,경력무관,학력무관,정규직·계약직,~ 12/04(수),"렌탈, 렌탈샵, 렌터카 등록일 24/11/04",
주식회사오앤유페이먼츠,(정규직) 정산파트 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49340932&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 김포시,경력무관,초대졸↑,정규직,채용시,"가맹점영업, 매출관리, 사무보조, 전화응대, 거래처영업 외                    등록일 24/11/05",
주식회사원스톤컴퍼니,퀀텀온)자회사 원스톤 컴퍼니 스포츠센터 피부관리사 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49347591&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 시흥시,경력무관,학력무관,정규직·계약직,~ 01/05(일),"피부관리사, 스포츠, 스포츠센터 등록일 24/11/06",
스파에코화곡점,주5일 자연주의 스파 에스테틱샵 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49368851&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 강서구,경력무관,학력무관,정규직,~ 12/09(월),"피부관리사, 두피관리사, 매장매니저, 미용사, 뷰티매니저 외                    등록일 24/11/09",유연근무제
커리어서포트,선박 전장설계 신입 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391802&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,신입,대졸↑,정규직,내일마감,"전장설계, 전기 등록일 24/11/13",
커리어서포트,자동차부품) 생산팀장 경력자 채용모집(상장사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391822&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,인천 연수구,경력10년↑,초대졸↑,정규직,내일마감,"생산관리, 생산, 공정관리, SMT, 자동차 외                    등록일 24/11/13",
백플란트치과의원,"군산 백플란트치과 치과위생사 채용모집 (월~금 주5일 근무) ,",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391036&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전북 군산시,경력무관,초대졸↑,정규직,~ 12/13(금),"치과위생사, 치기공사, 감염내과, 구강내과, 구강외과 외                    등록일 24/11/13",성과급/상여금
커리어서포트,품질관리(QC) 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391852&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,경력 1~10년,대졸↑,정규직,내일마감,"품질검사원, 품질관리, QC, 헤드헌팅 등록일 24/11/13",
커리어서포트,영업지원 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391811&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,신입·경력,대졸↑,정규직,내일마감,"영업관리, 영업지원, 헤드헌팅 등록일 24/11/13",
커리어서포트,총무업무 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391771&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,경력 1~3년,대졸↑,정규직,내일마감,"총무, OA, 헤드헌팅 등록일 24/11/13",
커리어서포트,자동차부품)제조기술(설비유지) 팀장급 경력자 채용모집(상장사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391838&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 평택시,경력10년↑,대졸↑,정규직,내일마감,"설비OP, 생산기술, 자동차, 헤드헌팅 등록일 24/11/13",
커리어서포트,선박 기본설계 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407899&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,경력4년↑,대졸↑,정규직,~ 12/15(일),"2D설계, 3D설계, 선박설계, 헤드헌팅 등록일 24/11/15",
커리어서포트,"Logistics(warehouse, shipping) 담당 경력자 채용모집(외국계)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407849&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,충남 아산시,경력 3~5년,초대졸↑,정규직,~ 12/15(일),"물류관리, 보세사, 자재관리, 재고관리, 창고관리 외                    등록일 24/11/15",
커리어서포트,생산관리(가스관련 기능사 자격 이상) 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407876&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,경력 2~15년,초대졸↑,정규직,~ 12/15(일),"생산관리, 생산, 헤드헌팅 등록일 24/11/15",
커리어서포트,재무/회계/세무 담당 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407911&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,경력 4~7년,대졸↑,정규직,~ 12/15(일),"감사, 세무회계, 외부감사, 자금관리, 회계 외                    수정일 24/11/15",
커리어서포트,Buyer/Planner(중요 장비사업분야)담당 경력자 채용모집(외국계),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409677&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,인천 연수구,경력 7~12년,초대졸↑,정규직,~ 12/15(일),"구매관리, 재고관리, 구매기획, SCM, 구매 외                    등록일 24/11/15",
커리어서포트,상장사) 자동차 전장품 국내영업 실무 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407891&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,인천 연수구,경력 4~10년,대졸↑,정규직,~ 12/15(일),"영업, 기업영업, 헤드헌팅 등록일 24/11/15",
커리어서포트,공공기관 WAS 엔지니어(상주 운영) 경력차 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407922&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 강남구,경력5년↑,초대졸↑,정규직,~ 12/15(일),"기술지원, 미들웨어, WAS, 헤드헌팅 등록일 24/11/15",
커리어서포트,생산관리 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49418539&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,경력 5~10년,대졸↑,정규직,~ 12/18(수),"생산관리, 생산기술, 헤드헌팅 등록일 24/11/18",
커리어서포트,"공무파트(전기파트, 기계파트 별도) 담당자 채용모집 건",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49418555&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 가평군,경력3년↑,고졸↑,정규직,~ 12/18(수),"공무, 전기제어, 헤드헌팅 등록일 24/11/18",
커리어서포트,Logistics(수출입/통관) 담당 경력자 채용모집(외국계),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407858&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,인천 연수구,경력 5~10년,초대졸↑,정규직,~ 12/15(일),"통관, 수출입, 보세사, SCM, 보세사 외                    등록일 24/11/15",
커리어서포트,IR/공시 & PR 담당 경력자 채용모집(상장사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49435900&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 강남구,경력 5~15년,대졸↑,정규직,~ 12/20(금),"IR/공시, NDR, 헤드헌팅 등록일 24/11/20",
티앤지테크,측량 설계 신입 / 경력 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49430914&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,광주 서구,경력무관,학력무관,정규직,~ 12/19(목),"토목설계, 측량/계측, CAD, 토목회사, 토지·측량 등록일 24/11/19",
라인건축디자인,인테리어 디자인 관리직 / 설계직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49419629&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경북 구미시,경력2년↑,학력무관,정규직,~ 12/18(수),"공간디자인, 스케치업, CAD, 현장관리자, 현장기사 외                    등록일 24/11/18",
노커,아산 브런치카페 조리사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49444890&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,충남 아산시,경력1년↑,학력무관,정규직,채용시,"부주방장, 주방보조, 주방, 조리사, 카페 외                    수정일 24/11/26",성과급/상여금
디자인렛츠(design rets),[실내디자인] 병원인테리어 실내디자이너 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448457&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 용산구,경력3년↑,학력무관,정규직·프리랜서,~ 12/21(토),"공간디자인, 실내디자인, 인테리어, 모델링, 실내건축 외                    수정일 24/11/21",디자인 지원 급상승
커리어서포트,패키징 장비 오퍼레이터 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463603&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 가평군,경력무관,고졸↑,정규직,~ 12/25(수),"설비OP, 충진, 포장, 헤드헌팅 등록일 24/11/25",
커리어서포트,식품공장 생산관리 담당 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463608&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,충남 논산시,경력 3~7년,대졸↑,정규직,~ 12/25(수),"생산관리, 공정관리, 제조, 식품가공 등록일 24/11/25",
커리어서포트,SDE(Supply Development Engineer)담당 경력자 채용모집(외국계),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451554&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,인천 연수구,경력 5~15년,초대졸↑,정규직,~ 12/22(일),"SCM, 품질관리, 생산, 공급업체관리, 헤드헌팅 등록일 24/11/22",
커리어서포트,연료전지 실증업무 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463621&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,전남 영암군,경력 4~12년,초대졸↑,정규직,~ 12/25(수),"연구원, 신재생에너지, 헤드헌팅 등록일 24/11/25",
커리어서포트,전자 설계(통합제어기) 개발 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463598&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 용인시 기흥구,경력3년↑,대졸↑,정규직,~ 12/25(수),"전자제어, 헤드헌팅 등록일 24/11/25",
커리어서포트,수소 연료 전지시스템(PEMFC) 개발자 채용모집(박사급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463614&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,경기 용인시 기흥구,경력10년↑,석사↑,정규직,~ 12/25(수),"기술연구, 신재생에너지, 헤드헌팅 등록일 24/11/25",
(주)베이스,(주)베이스 영업팀 책임자급 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49247239&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,충남 아산시,경력,대졸↑,정규직,~ 12/21(토),"기업영업, 바이어발굴/관리, 해외영업지원, 요업, 세라믹스 외                    수정일 24/11/27",오늘 뜬
가온택스,(역삼역) 세무회계사무소 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482046&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 강남구,경력 2~10년,학력무관,정규직,~ 12/27(금),"세무사, 세무기장, 세무신고, 세무조정, 세무회계 외                    등록일 24/11/27",오늘 뜬
(주)지로인터내셔널,[정규직] 2024년 인스타(+SNS) 브랜딩 마케터 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49355173&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=370698ff-3122-46b9-bcd2-cf4965a93b49,서울 강남구,경력1년↑,초대졸↑,정규직,~ 12/07(토),"브랜드관리, 브랜드기획, 마케팅전략, 인플루언서마케팅, SNS마케팅 외                    등록일 24/11/07",
